#This file maps mm10's rsem gene IDs to gene symbols
#Allon, July 2015
#Gene RSEM ID	Gene Sybmol	Biotype
gene26138	Gm12247	processed_pseudogene
gene26139	Gemin5	protein_coding
gene2614	Gm13199	protein_coding
gene26140	LOC102636221	N/A
gene26141	Mrpl22	protein_coding
gene26142	Gm12250	processed_pseudogene
gene26143	Igtp	protein_coding
gene26144	Irgm2	protein_coding
gene26146	LOC102636289	N/A
gene26147	4930438A08Rik	protein_coding
gene26148	n-Te10	N/A
gene26149	n-Tl12	N/A
gene2615	Sec61a2	protein_coding
gene26150	Zfp692	protein_coding
gene26151	Zfp672	protein_coding
gene26152	1700047K16Rik	processed_transcript
gene26153	Sh3bp5l	protein_coding
gene26154	LOC102636655	N/A
gene26155	Lypd8	protein_coding
gene26156	Gm12251	processed_pseudogene
gene26157	1810065E05Rik	protein_coding
gene26158	Gm12253	protein_coding
gene26159	4930504O13Rik	protein_coding
gene2616	LOC102631784	N/A
gene26160	Olfr30	protein_coding
gene26162	Olfr332	protein_coding
gene26163	Olfr331	protein_coding
gene26165	Olfr330	protein_coding
gene26166	Olfr329-ps	processed_pseudogene
gene26167	Olfr328	protein_coding
gene26168	Olfr224	protein_coding
gene2617	Dhtkd1	protein_coding
gene26170	Olfr325	protein_coding
gene26171	Olfr324	protein_coding
gene26172	2210407C18Rik	protein_coding
gene26173	Olfr323	protein_coding
gene26174	Trim58	protein_coding
gene26175	Olfr322	protein_coding
gene26176	Olfr320	protein_coding
gene26177	Gm12570	processed_pseudogene
gene26178	Olfr319	protein_coding
gene26179	Olfr318	protein_coding
gene2618	Upf2	protein_coding
gene26180	Olfr317	protein_coding
gene26181	Olfr316	protein_coding
gene26182	Olfr315	protein_coding
gene26183	Fam183b	protein_coding
gene26184	Olfr314	protein_coding
gene26185	Olfr313	protein_coding
gene26186	Olfr312	protein_coding
gene26187	Olfr311	protein_coding
gene26188	2810021J22Rik	protein_coding
gene26189	Zfp39	protein_coding
gene2619	LOC102631928	N/A
gene26190	Btnl10	protein_coding
gene26191	Rnf187	protein_coding
gene26192	Hist3h2ba	protein_coding
gene26193	Hist3h2bb-ps	processed_pseudogene
gene26194	Hist3h2a	protein_coding
gene26195	Trim17	protein_coding
gene26197	2310058D17Rik	processed_transcript
gene26198	Trim11	protein_coding
gene26199	Obscn	protein_coding
gene262	Gm7893	processed_pseudogene
gene2620	Proser2	protein_coding
gene26200	Iba57	protein_coding
gene26201	Gjc2	protein_coding
gene26202	Guk1	protein_coding
gene26203	LOC102636832	N/A
gene26204	2610507I01Rik	processed_transcript
gene26205	Mrpl55	protein_coding
gene26206	2310033P09Rik	protein_coding
gene26207	Arf1	protein_coding
gene26208	Wnt3a	protein_coding
gene26209	Wnt9a	protein_coding
gene26210	LOC102636906	N/A
gene26211	Prss38	protein_coding
gene26212	LOC102636986	N/A
gene26213	Snap47	protein_coding
gene26214	Jmjd4	protein_coding
gene26215	Zfp867	protein_coding
gene26217	Zkscan17	protein_coding
gene26218	4933439C10Rik	processed_transcript
gene26219	Nlrp3	protein_coding
gene2622	Gm10857	lincRNA
gene26220	Olfr222	protein_coding
gene26222	Olfr223	protein_coding
gene26224	Olfr225	protein_coding
gene26225	LOC102637102	N/A
gene26226	Mprip	protein_coding
gene26227	1700007J10Rik	processed_transcript
gene26228	LOC102637225	N/A
gene26229	Pld6	protein_coding
gene2623	Echdc3	protein_coding
gene26230	Flcn	protein_coding
gene26231	Gm16062	antisense
gene26232	Cops3	protein_coding
gene26233	Nt5m	protein_coding
gene26234	1810063I02Rik	lincRNA
gene26235	Med9os	antisense
gene26236	Med9	protein_coding
gene26237	Rasd1	protein_coding
gene26238	Pemt	protein_coding
gene26239	LOC102637411	N/A
gene2624	A230108P19Rik	antisense
gene26240	LOC102637597	N/A
gene26241	Rai1	protein_coding
gene26242	LOC102637488	N/A
gene26243	Srebf1	protein_coding
gene26244	Mir6921	miRNA
gene26245	Mir6922	miRNA
gene26246	Tom1l2	protein_coding
gene26247	LOC102637775	N/A
gene26248	Gm12266	processed_pseudogene
gene26249	Lrrc48	protein_coding
gene2625	LOC102632002	N/A
gene26250	Atpaf2	protein_coding
gene26251	Gid4	protein_coding
gene26252	LOC102634915	N/A
gene26253	Gm12267	processed_pseudogene
gene26254	Drg2	protein_coding
gene26255	Myo15	protein_coding
gene26256	LOC102637853	N/A
gene26257	Alkbh5	protein_coding
gene26258	LOC102637963	N/A
gene26259	LOC102638075	N/A
gene2626	LOC102632086	N/A
gene26260	Gm12623	processed_pseudogene
gene26261	LOC102638206	N/A
gene26262	LOC102638314	N/A
gene26263	LOC102638429	N/A
gene26264	LOC102638547	N/A
gene26265	LOC102638763	N/A
gene26266	Gm12626	processed_pseudogene
gene26267	LOC102638657	N/A
gene26268	LOC102638879	N/A
gene26269	Gm12612	processed_pseudogene
gene2627	LOC102632351	N/A
gene26270	LOC102638994	N/A
gene26271	Gm12620	processed_pseudogene
gene26272	Gm12617	processed_pseudogene
gene26273	Llgl1	protein_coding
gene26274	Flii	protein_coding
gene26275	Mief2	protein_coding
gene26276	Mir5100	miRNA
gene26277	Top3a	protein_coding
gene26278	Smcr8	protein_coding
gene26279	Shmt1	protein_coding
gene2628	Usp6nl	protein_coding
gene26280	Gm12611	processed_pseudogene
gene26281	Gm12618	processed_pseudogene
gene26282	Dhrs7b	protein_coding
gene26283	Tmem11	protein_coding
gene26284	LOC102639276	N/A
gene26285	Gm16515	N/A
gene26286	Map2k3os	antisense
gene26287	Map2k3	protein_coding
gene26288	LOC102639347	N/A
gene26289	Kcnj12	protein_coding
gene2629	LOC102632165	N/A
gene26290	Tnfrsf13b	protein_coding
gene26291	Usp22	protein_coding
gene26292	Rps13-ps5	processed_pseudogene
gene26293	Aldh3a1	protein_coding
gene26294	Aldh3a2	protein_coding
gene26295	Slc47a2	protein_coding
gene26296	Slc47a1	protein_coding
gene26298	n-Tw5	N/A
gene26299	Gm12271	processed_pseudogene
gene263	Lgsn	protein_coding
gene2630	LOC102632465	N/A
gene26300	Rnf112	protein_coding
gene26301	Mfap4	protein_coding
gene26302	Mapk7	protein_coding
gene26303	B9d1os	antisense
gene26304	B9d1	protein_coding
gene26305	Epn2	protein_coding
gene26306	Grap	protein_coding
gene26307	Slc5a10	protein_coding
gene26308	Fam83g	protein_coding
gene26309	Prpsap2	protein_coding
gene2631	Celf2	protein_coding
gene26310	Ulk2	protein_coding
gene26311	Akap10	protein_coding
gene26312	Gm12273	lincRNA
gene26313	Specc1	protein_coding
gene26316	Adora2b	protein_coding
gene26317	Zswim7	protein_coding
gene26318	Ttc19	protein_coding
gene26319	Ncor1	protein_coding
gene2632	5031426D15Rik	N/A
gene26320	Pigl	protein_coding
gene26321	Cenpv	protein_coding
gene26322	Gm12279	antisense
gene26323	Ubb	protein_coding
gene26324	LOC102639957	N/A
gene26325	Trpv2	protein_coding
gene26326	2410006H16Rik	processed_transcript
gene26327	Snord49b	snoRNA
gene26328	Snord49a	snoRNA
gene26329	Snord65	snoRNA
gene2633	Gm10855	sense_intronic
gene26330	Fam211a	N/A
gene26331	Fam211aos1	N/A
gene26332	Mmgt2	protein_coding
gene26333	Zfp287	protein_coding
gene26334	n-Tw8	N/A
gene26335	Wsb2-ps	processed_pseudogene
gene26336	LOC102640378	N/A
gene26337	Zfp286	protein_coding
gene26338	LOC102635014	N/A
gene26339	Trim16	protein_coding
gene2634	LOC102632890	N/A
gene26340	Fbxw10	protein_coding
gene26341	Tvp23b	protein_coding
gene26342	LOC102640449	N/A
gene26343	LOC102640584	N/A
gene26344	LOC102640778	N/A
gene26345	Cdrt4	protein_coding
gene26346	Cdrt4os1	antisense
gene26347	LOC102640927	N/A
gene26348	Tekt3	protein_coding
gene26349	LOC102641000	N/A
gene2635	LOC101055923	N/A
gene26350	Pmp22	protein_coding
gene26352	LOC102631539	N/A
gene26353	Gm12286	processed_pseudogene
gene26354	LOC102631681	N/A
gene26357	Hs3st3b1	protein_coding
gene26358	LOC102631819	N/A
gene26359	Cox10	protein_coding
gene2636	LOC102632962	N/A
gene26360	9630013K17Rik	antisense
gene26361	LOC102631925	N/A
gene26362	2810001G20Rik	antisense
gene26363	LOC102632078	N/A
gene26364	F930015N05Rik	protein_coding
gene26365	Hs3st3a1	protein_coding
gene26366	LOC102632158	N/A
gene26367	LOC102632343	N/A
gene26368	LOC102632269	N/A
gene26369	Elac2	protein_coding
gene26370	Arhgap44	protein_coding
gene26371	1700086D15Rik	protein_coding
gene26373	Myocd	protein_coding
gene26374	LOC102632535	N/A
gene26375	Gm12295	lincRNA
gene26376	LOC102632808	N/A
gene26377	Map2k4	protein_coding
gene26378	Mir744	miRNA
gene26379	Zkscan6	protein_coding
gene26380	Dnah9	protein_coding
gene26381	LOC102633054	N/A
gene26382	Shisa6	protein_coding
gene26383	LOC102632953	N/A
gene26384	Gm12297	processed_pseudogene
gene26385	Gm12298	antisense
gene26386	LOC101055697	N/A
gene26387	Pirt	protein_coding
gene26388	9130409J20Rik	lincRNA
gene26389	Tmem220	protein_coding
gene2639	LOC102633034	N/A
gene26390	Adprm	protein_coding
gene26391	Sco1	protein_coding
gene26392	Myh3	protein_coding
gene26393	Mir6923	miRNA
gene26394	2310065F04Rik	lincRNA
gene26395	LOC102633467	N/A
gene26396	Myh2	protein_coding
gene26397	Myh1	protein_coding
gene26398	LOC102633540	N/A
gene26399	Myh4	protein_coding
gene264	Pih1d3	protein_coding
gene26400	Myh8	protein_coding
gene26401	n-Tp12	N/A
gene26402	Myh13	protein_coding
gene26403	LOC102633698	N/A
gene26404	Gas7	protein_coding
gene26405	Glp2r	protein_coding
gene26406	Rcvrn	protein_coding
gene26407	Gm12302	protein_coding
gene26408	Dhrs7c	protein_coding
gene26409	Usp43	protein_coding
gene2641	1700061F12Rik	lincRNA
gene26410	Wdr16	N/A
gene26411	Stx8	protein_coding
gene26413	Ntn1	protein_coding
gene26414	Mir6406	miRNA
gene26415	LOC102634353	N/A
gene26416	LOC102634469	N/A
gene26417	Pik3r5	protein_coding
gene26418	Pik3r6	protein_coding
gene26419	Mfsd6l	protein_coding
gene2642	Gm13219	lincRNA
gene26420	Ccdc42	protein_coding
gene26421	Myh10	protein_coding
gene26422	LOC102634627	N/A
gene26423	LOC102634540	N/A
gene26424	Ndel1	protein_coding
gene26425	Rnf222	protein_coding
gene26426	Rpl26	protein_coding
gene26427	Odf4	protein_coding
gene26428	LOC102634707	N/A
gene26429	Arhgef15	protein_coding
gene2643	Gata3	protein_coding
gene26430	LOC102634769	N/A
gene26431	Slc25a35	protein_coding
gene26432	Rangrf	protein_coding
gene26433	LOC102634911	N/A
gene26434	Pfas	protein_coding
gene26435	Mir3062	miRNA
gene26436	Ctc1	protein_coding
gene26437	n-Ti5	N/A
gene26438	n-Ts4	N/A
gene26439	n-Tt8	N/A
gene2644	4930412O13Rik	protein_coding
gene26440	n-Tp9	N/A
gene26441	n-Td9	N/A
gene26442	n-Tg25	N/A
gene26443	n-Tw7	N/A
gene26444	Aurkb	protein_coding
gene26445	2310047M10Rik	protein_coding
gene26446	n-Ti4	N/A
gene26447	n-Tt7	N/A
gene26448	n-Ts17	N/A
gene26449	n-Tw6	N/A
gene2645	9230102O04Rik	protein_coding
gene26450	Tmem107	protein_coding
gene26451	Snord118	snoRNA
gene26452	Vamp2	protein_coding
gene26453	Per1	protein_coding
gene26454	n-Tt5	N/A
gene26455	n-Ts14	N/A
gene26456	n-Tg13	N/A
gene26457	Hes7	protein_coding
gene26458	n-Tr25	N/A
gene26459	n-Tl29	N/A
gene2646	Gm13262	antisense
gene26460	n-Tq6	N/A
gene26461	n-Tk27	N/A
gene26462	Aloxe3	protein_coding
gene26463	Alox12b	protein_coding
gene26464	Alox8	protein_coding
gene26465	Gucy2e	protein_coding
gene26466	Cntrob	protein_coding
gene26467	Trappc1	protein_coding
gene26468	Kcnab3	protein_coding
gene26469	Chd3os	processed_transcript
gene2647	Taf3	protein_coding
gene26470	Chd3	protein_coding
gene26471	LOC102635047	N/A
gene26472	Cyb5d1	protein_coding
gene26473	Lsmd1	N/A
gene26474	Tmem88	protein_coding
gene26475	Kdm6b	protein_coding
gene26476	Dnah2	protein_coding
gene26477	Efnb3	protein_coding
gene26478	Wrap53	protein_coding
gene26479	Rps27-ps2	N/A
gene2648	LOC102633474	N/A
gene26480	Trp53	protein_coding
gene26481	Atp1b2	protein_coding
gene26482	Shbg	protein_coding
gene26483	Sat2	protein_coding
gene26484	Fxr2	protein_coding
gene26485	LOC102635193	N/A
gene26486	Mir467f	miRNA
gene26487	Sox15	protein_coding
gene26488	Mpdu1	protein_coding
gene26489	Mir1934	miRNA
gene2649	LOC102633355	N/A
gene26490	Cd68	protein_coding
gene26491	Eif4a1	protein_coding
gene26492	Senp3	protein_coding
gene26493	Tnfsf12Tnfsf13	N/A
gene26494	Tnfsf13	protein_coding
gene26495	Tnfsf13os	antisense
gene26496	Tnfsf12	protein_coding
gene26497	Polr2a	protein_coding
gene26498	Slc35g3	protein_coding
gene26499	Zbtb4	protein_coding
gene265	Gm4850	processed_pseudogene
gene2650	Atp5c1	protein_coding
gene26500	Chrnb1	protein_coding
gene26501	Fgf11	protein_coding
gene26502	Tmem102	protein_coding
gene26503	G630025P09Rik	N/A
gene26504	4933402P03Rik	protein_coding
gene26505	Spem1	protein_coding
gene26506	Nlgn2	protein_coding
gene26507	Tmem256	protein_coding
gene26508	Plscr3	protein_coding
gene26509	Tnk1	protein_coding
gene2651	Kin	protein_coding
gene26510	LOC102635345	N/A
gene26511	Tmem95	protein_coding
gene26512	Kctd11	protein_coding
gene26513	Acap1	protein_coding
gene26514	Mir6924	N/A
gene26515	2810408A11Rik	protein_coding
gene26516	Neurl4	protein_coding
gene26517	Gps2	protein_coding
gene26518	Eif5a	protein_coding
gene26519	Ybx2	protein_coding
gene2652	Itih2	protein_coding
gene26520	Slc2a4	protein_coding
gene26522	Cldn7	protein_coding
gene26523	Elp5	protein_coding
gene26524	Ctdnep1	protein_coding
gene26525	LOC102635560	N/A
gene26526	Gabarap	protein_coding
gene26527	Phf23	protein_coding
gene26528	Dvl2	protein_coding
gene26529	Acadvl	protein_coding
gene2653	Itih5	protein_coding
gene26530	Mir324	miRNA
gene26531	Dlg4	protein_coding
gene26532	Asgr1	protein_coding
gene26533	LOC102635666	N/A
gene26534	Asgr2	protein_coding
gene26535	Mgl2	protein_coding
gene26536	Clec10a	protein_coding
gene26537	Slc16a11	protein_coding
gene26538	Slc16a13	protein_coding
gene26539	Bcl6b	protein_coding
gene2654	LOC102633743	N/A
gene26540	Mir497b	miRNA
gene26541	Mir497	N/A
gene26542	Mir195	N/A
gene26543	0610010K14Rik	protein_coding
gene26544	Rnasek	protein_coding
gene26545	Alox12	protein_coding
gene26546	LOC102635729	N/A
gene26547	LOC102635800	N/A
gene26548	Alox12e	protein_coding
gene26549	Alox15	protein_coding
gene2655	LOC102633824	N/A
gene26550	Gm12312	processed_pseudogene
gene26551	Pelp1	protein_coding
gene26553	Arrb2	protein_coding
gene26554	Mir7115	miRNA
gene26555	Med11	protein_coding
gene26556	Cxcl16	protein_coding
gene26557	Zmynd15	protein_coding
gene26558	Tm4sf5	protein_coding
gene26559	Vmo1	protein_coding
gene2656	Sfmbt2	protein_coding
gene26560	Gltpd2	protein_coding
gene26561	Psmb6	protein_coding
gene26562	Pld2	protein_coding
gene26563	Mink1	protein_coding
gene26564	Chrne	protein_coding
gene26565	4930544D05Rik	protein_coding
gene26566	LOC102635870	N/A
gene26567	Gp1ba	protein_coding
gene26568	Slc25a11	protein_coding
gene26569	Rnf167	protein_coding
gene2657	Mir466f-1	miRNA
gene26570	Pfn1	protein_coding
gene26571	Eno3	protein_coding
gene26572	Spag7	protein_coding
gene26573	Camta2	protein_coding
gene26574	Inca1	protein_coding
gene26575	Kif1c	protein_coding
gene26576	Mir6925	N/A
gene26577	LOC102635935	N/A
gene26578	LOC102635228	N/A
gene26579	Zfp3	protein_coding
gene2658	Mir669e	miRNA
gene26580	Scimp	protein_coding
gene26581	Rabep1	protein_coding
gene26582	Rpl23a-ps2	processed_pseudogene
gene26583	LOC102632842	N/A
gene26584	Nup88	protein_coding
gene26585	Rpain	protein_coding
gene26586	C1qbp	protein_coding
gene26587	Dhx33	protein_coding
gene26588	Derl2	protein_coding
gene26589	Mis12	protein_coding
gene2659	Mir669b	miRNA
gene26590	6330403K07Rik	lincRNA
gene26592	Nlrp1a	protein_coding
gene26593	Nlrp1b	protein_coding
gene26594	Nlrp1c-ps	transcribed_unprocessed_pseudogene
gene26596	LOC102636077	N/A
gene26597	LOC102636149	N/A
gene26598	9230020A06Rik	lincRNA
gene26599	LOC102636987	N/A
gene266	LOC100505265	N/A
gene2660	Mir466f-2	miRNA
gene26600	LOC102636222	N/A
gene26601	LOC102637058	N/A
gene26602	LOC102637142	N/A
gene26603	Wscd1	protein_coding
gene26604	LOC102637266	N/A
gene26605	LOC102637372	N/A
gene26606	4930401O10Rik	lincRNA
gene26607	Aipl1	protein_coding
gene26608	Fam64a	protein_coding
gene26609	Pitpnm3	protein_coding
gene2661	Mir466f-3	miRNA
gene26610	4933427D14Rik	protein_coding
gene26611	Txndc17	protein_coding
gene26612	Med31	protein_coding
gene26613	4930563E22Rik	processed_transcript
gene26614	Slc13a5	protein_coding
gene26615	LOC102637446	N/A
gene26616	1700051A21Rik	processed_transcript
gene26617	Xaf1	protein_coding
gene26618	Fbxo39	protein_coding
gene26619	Tekt1	protein_coding
gene2662	Mir4660	N/A
gene26620	LOC102637531	N/A
gene26621	Mir6338	miRNA
gene26622	Smtnl2	protein_coding
gene26623	Ggt6	protein_coding
gene26624	Mybbp1a	protein_coding
gene26625	Spns2	protein_coding
gene26626	Spns3	protein_coding
gene26627	LOC102637896	N/A
gene26628	Ube2g1	protein_coding
gene26629	LOC102637816	N/A
gene2663	Mir467c	miRNA
gene26630	Ankfy1	protein_coding
gene26631	Cyb5d2	protein_coding
gene26632	Zzef1	protein_coding
gene26634	LOC102638042	N/A
gene26635	LOC102638164	N/A
gene26636	Atp2a3	protein_coding
gene26637	P2rx1	protein_coding
gene26638	4732414G09Rik	lincRNA
gene26639	Camkk1	protein_coding
gene2664	Mir669a-3	miRNA
gene26640	1200014J11Rik	protein_coding
gene26641	Itgae	protein_coding
gene26642	Gsg2	protein_coding
gene26643	P2rx5	protein_coding
gene26644	LOC102638431	N/A
gene26645	Emc6	protein_coding
gene26646	Tax1bp3	protein_coding
gene26647	Ctns	protein_coding
gene26648	Shpk	protein_coding
gene26649	Trpv1	protein_coding
gene2665	Mir669k	miRNA
gene26650	Trpv3	protein_coding
gene26651	Aspa	protein_coding
gene26652	Spata22	protein_coding
gene26653	Olfr20	protein_coding
gene26654	Olfr376	protein_coding
gene26657	Olfr1	protein_coding
gene26658	Olfr75-ps1	transcribed_processed_pseudogene
gene26659	Olfr378	protein_coding
gene2666	Mir467a-1	miRNA
gene26660	Olfr379-ps1	unprocessed_pseudogene
gene26661	Olfr380	protein_coding
gene26662	Olfr381	protein_coding
gene26663	Olfr382	protein_coding
gene26665	Olfr385	protein_coding
gene26666	Olfr384	protein_coding
gene26668	Olfr387-ps1	transcribed_unprocessed_pseudogene
gene26669	Zfp735	protein_coding
gene2667	Mir669a-1	miRNA
gene26671	Olfr389	protein_coding
gene26672	Olfr390	protein_coding
gene26673	Olfr391-ps	unprocessed_pseudogene
gene26674	Olfr392	protein_coding
gene26675	Olfr393	protein_coding
gene26676	Olfr394	protein_coding
gene26677	Olfr395	protein_coding
gene26679	Olfr23	protein_coding
gene2668	Mir669g	miRNA
gene26681	Olfr397	protein_coding
gene26682	Olfr398	protein_coding
gene26683	Olfr139	protein_coding
gene26684	Olfr399	protein_coding
gene26685	Zfp616	protein_coding
gene26688	Olfr401	protein_coding
gene26689	n-Tk5	N/A
gene2669	Mir669j	miRNA
gene26690	Olfr402	protein_coding
gene26691	Olfr403	protein_coding
gene26692	Olfr43	protein_coding
gene26695	Olfr406	protein_coding
gene26697	Olfr59	protein_coding
gene2670	Mir467a-2	miRNA
gene26701	Olfr410	protein_coding
gene26702	Olfr411	protein_coding
gene26703	Olfr412	protein_coding
gene26704	Rap1gap2	protein_coding
gene26705	E130309D14Rik	protein_coding
gene26706	Cluh	protein_coding
gene26707	Pafah1b1	protein_coding
gene26708	Mettl16	protein_coding
gene26709	Mnt	protein_coding
gene2671	Mir669a-4	N/A
gene26710	Sgsm2	protein_coding
gene26711	Mir6926	miRNA
gene26712	Tsr1	protein_coding
gene26713	Snord91a	snoRNA
gene26714	Srr	protein_coding
gene26715	Smg6	protein_coding
gene26716	Gm12335	processed_pseudogene
gene26717	LOC102638506	N/A
gene26718	Hic1	protein_coding
gene26719	Mir212	miRNA
gene2672	Mir467b	miRNA
gene26720	Mir132	miRNA
gene26721	Ovca2	protein_coding
gene26722	Dph1	protein_coding
gene26723	Rtn4rl1	protein_coding
gene26724	LOC102638658	N/A
gene26725	LOC102638588	N/A
gene26726	Rpa1	protein_coding
gene26727	Smyd4	protein_coding
gene26728	Serpinf1	protein_coding
gene26729	LOC102638880	N/A
gene2673	Mir669a-5	N/A
gene26731	Serpinf2	protein_coding
gene26732	LOC102638956	N/A
gene26733	Wdr81	protein_coding
gene26734	LOC102639041	N/A
gene26735	Mir22hg	processed_transcript
gene26736	Mir22	miRNA
gene26737	Tlcd2	protein_coding
gene26738	Prpf8	protein_coding
gene26739	Rilp	protein_coding
gene2674	Mir467a-3	miRNA
gene26740	Scarf1	protein_coding
gene26741	Slc43a2	protein_coding
gene26742	Mir3971	miRNA
gene26743	Pitpna	protein_coding
gene26744	Gm12338	processed_pseudogene
gene26745	Inpp5k	protein_coding
gene26746	Myo1c	protein_coding
gene26747	Crk	protein_coding
gene26748	LOC102639207	N/A
gene26749	Ywhae	protein_coding
gene2675	Mir669a-6	N/A
gene26750	Doc2b	protein_coding
gene26751	Rph3al	protein_coding
gene26752	1700016K19Rik	protein_coding
gene26753	Fam101b	protein_coding
gene26754	Vps53	protein_coding
gene26755	LOC102640091	N/A
gene26756	LOC102640017	N/A
gene26757	Fam57a	protein_coding
gene26758	Gemin4	protein_coding
gene26759	Dbil5	protein_coding
gene2676	Mir467a-4	miRNA
gene26760	Glod4	protein_coding
gene26761	Rnmtl1	protein_coding
gene26762	Nxn	protein_coding
gene26763	LOC102640273	N/A
gene26764	Timm22	protein_coding
gene26765	Abr	protein_coding
gene26766	LOC102632956	N/A
gene26767	Rpl36-ps2	processed_pseudogene
gene26769	LOC102640517	N/A
gene2677	Mir669a-7	N/A
gene26770	Bhlha9	protein_coding
